UniqueCount	AmbigCount
1	59
0	11
19	1270
1	2
0	7
0	7
0	0
0	153
0	153
0	0
0	0
0	0
0	0
0	0
35	184
0	6
15	105
1	57
0	11
0	141
19	77
7	247
6	38
0	115
1606	371
0	94
35	721
15	72
13	16
0	0
0	21
59	1694
1	113
3	353
0	334
0	324
0	65
146	276
0	29
0	0
0	0
0	0
0	3
0	105
1	2
0	9
3	31
5	59
0	9
0	17
129	23
0	316
0	215
0	363
0	243
0	220
14	150
13	197
4	281
0	203
47	137
0	201
9	198
50	47
2	111
0	415
32	100
0	0
0	17
0	0
4	327
0	26
0	2
0	14
0	4
2	24
32	193
0	6
0	4
0	102
0	10
0	2
1	107
0	59
0	10
0	20
0	0
0	0
1	375
53	748
25	44290
2	0
4	2057
0	4
342	1114
9	4281
0	0
0	0
287	2698
0	104
1	10
0	0
6	115
4	86
13	159
0	148
0	27
0	38
42	38
0	53
3	6
71	11
0	36
0	39
3	39
1	35
0	37
4	26
5	46
8	100
13	8
8	4
0	22
28	15
0	15
0	0
0	8
0	13
217	83
0	40
2	30
1	45
0	43
0	26
0	104
0	52
1	33
0	39
9	13
8	28
19	11
24	27
9	42
0	17
0	26
0	3
0	0
0	0
11	88
6	21
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
47	1011
116	2089
98	2046
4	0
0	553
29	88
70	232
8	212
27	71
19	89
29	7
3	76
6	80
0	68
1	9
2	20
0	0
0	0
0	0
0	0
1	46
1	43
11	45
0	34
0	7686
0	5056
24	9024
0	9024
0	11
18	0
28	1606
0	1606
22	2
2	64
3	85
9	39
3	11
24	108
0	96
48	318
0	29
14	173
8	93
0	171
50	11
0	110
1	119
50	0
21	64
2	347
6	311
0	341
0	344
107	291
45	387
0	336
0	77
8	256
12	121
0	86
0	82
0	45
4	53
2	22
0	39
0	32
17	31
47	12
43	76
0	0
0	0
0	0
0	0
0	0
9	200
6	170
0	1
0	1
0	1
0	1
0	0
0	0
2	670
89	953
48	369
3	438
403	2083
356	2084
0	383
6	2128
0	2002
0	2040
160	1288
14	1143
0	622
10	486
0	731
0	731
1	3
8	3
4	4
8	1
0	0
38	7
0	897
0	904
0	777
0	480
0	533
0	375
0	418
12	118
0	358
4	269
0	92
0	124
0	175
0	155
15	152
6	7
0	84
15	79
61	95
99	3
8	6
7	1
0	100
0	68
15	94
0	94
0	6
0	92
0	0
1	19
15	1210
76	1167
12	875
0	780
15	22
4	142
2	197
6	24
95	254
10	134
80	71
0	52
18	3
0	0
16	368
2	158
6	111
0	223
32	209
0	1645
0	2148
0	2130
0	1753
1	1189
0	2163
0	613
1	2014
0	1753
208	1876
42	1397
4	1694
0	2128
0	1762
1	1590
0	1765
0	1838
0	723
2	432
3	419
0	1300
0	464
0	543
0	477
0	356
1	405
0	533
0	77
9	174
7	534
0	347
2	329
0	413
0	388
0	393
0	46
2	33
0	278
0	394
3	448
50	353
0	275
2	241
0	168
0	133
0	165
0	140
0	45
0	41
2	25
0	0
34	0
2	215
361	237
11	43
25	0
0	930
5	921
0	664
0	177
0	213
7	119
0	46
14	79
0	0
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
9	1156
188	1107
2	1113
12	1141
27	212
2	43
0	0
73	948
3	944
36	723
11	1281
1	2029
4	1141
4	848
0	1533
0	1375
0	696
2	954
0	314
0	266
24	194
11	278
0	622
115	54
7	329
23	20
17	107
3	158
4	488
22	522
0	47
0	52
0	496
11	535
0	201
39	577
0	315
63	517
39	45
70	300
0	105
0	21
168	243
0	11
0	11
0	11
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	1
0	1
0	12
1	13
0	0
85	422
0	4
2	1
97	1123
414	1117
13	144
148	870
218	684
9	4
0	4
9	1713
0	1710
0	1599
0	1599
4	74
19	175
7	219
0	2
0	2
2	0
163	978
106	766
10	286
679	348
0	453
32	961
0	0
103	0
90	8
0	331
0	324
0	303
0	334
9	326
1	292
0	331
28	404
0	25
1	314
0	54
0	265
0	59
0	21
4	54
0	328
2	196
0	38
0	298
3	270
4	15
8	14
1	264
1	28
2	4
0	13
4	38
0	94
0	75
11	107
0	71
1	60
0	5
0	1
2	5
0	5
0	5
0	4
0	4
0	4
3	2
0	0
107	1552
3	1564
1	1294
0	1370
0	1333
13	1277
4	1295
4	1278
0	193
3	0
8	935
4	3126
10	3001
71	1240
95	1190
5	43
0	0
0	5
0	1182
3	634
9	912
0	993
0	920
0	1050
0	939
0	1032
0	1046
0	1059
57	150
5	221
0	157
0	28
1	245
0	72
0	82
6	204
14	202
20	84
36	34
9	20
36	7
540	1430
1	1
33	66
0	0
0	0
0	945
0	977
778	1972
0	318
0	750
0	455
22	1821
1	1771
20	1688
28	933
1	41
0	454
0	289
0	169
10	392
2	163
3	169
0	281
26	315
